	AMON	CPHL	DEPH	DOXY_BTL	DOXY_CTD	LATIT_DD	LONGI_DD	MNDEP	MXDEP	MYEAR	NTRA	NTRI	NTRZ	PHOS	Q_AMON	Q_CPHL	Q_DOXY_BTL	Q_DOXY_CTD	Q_NTRA	Q_NTRI	Q_NTRZ	Q_PHOS	Q_SALT_BTL	Q_SALT_CTD	Q_SECCHI	Q_TEMP_BTL	Q_TEMP_CTD	SALT_BTL	SALT_CTD	SDATE	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	SECCHI	SERNO	SHARKID_MD5	SHIPC	STATN	STIME	TEMP_BTL	TEMP_CTD	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP
86	0.15	0.2	15.0	2.6		58.333330000000004	11.88333			2015	9.99	0.09	10.08	1.78		<													28.73	2015-01-08	582000-115270	Byfjorden	Skagerrak	1.1	11.0		7719	BYFJORDEN	13:35		10.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
87	6.92	0.72	20.0	0.5		58.333330000000004	11.88333			2015	0.36	0.07	0.43	6.78		S			<		<								30.32	2015-01-08	582000-115270	Byfjorden	Skagerrak	1.1	11.0		7719	BYFJORDEN	13:35		8.6	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
88	0.69	0.2	30.0	0.5		58.333330000000004	11.88333			2015	3.1	0.11	3.21	1.68		<													30.9	2015-01-08	582000-115270	Byfjorden	Skagerrak	1.1	11.0		7719	BYFJORDEN	13:35		7.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
89	30.69		40.0	0.0		58.333330000000004	11.88333			2015	0.0	0.0		8.72			Z		Z	Z									31.13	2015-01-08	582000-115270	Byfjorden	Skagerrak	1.1	11.0		7719	BYFJORDEN	13:35		7.6	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
90	34.98		44.0	0.0		58.333330000000004	11.88333			2015	0.0	0.0		9.04			Z		Z	Z									31.15	2015-01-08	582000-115270	Byfjorden	Skagerrak	1.1	11.0		7719	BYFJORDEN	13:35		7.6	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
91	1.86	0.72	0.5	7.7		58.10917	11.81			2015	12.13	0.31	12.44	0.58															23.04	2015-01-08	580688-114860	Halsefjorden	Skagerrak	3.0	12.0		7719	GALTERÖ	16:35		4.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
92	1.78	0.67	2.0	7.3		58.10917	11.81			2015	11.42	0.3	11.72	0.58															23.05	2015-01-08	580688-114860	Halsefjorden	Skagerrak	3.0	12.0		7719	GALTERÖ	16:35		3.9	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
93	1.86	0.64	5.0	7.3		58.10917	11.81			2015	11.42	0.31	11.73	0.58															23.13	2015-01-08	580688-114860	Halsefjorden	Skagerrak	3.0	12.0		7719	GALTERÖ	16:35		4.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
94	1.78	0.52	10.0	7.3		58.10917	11.81			2015	11.42	0.34	11.76	0.61															23.27	2015-01-08	580688-114860	Halsefjorden	Skagerrak	3.0	12.0		7719	GALTERÖ	16:35		4.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
95	0.86	0.32	15.0	6.6		58.10917	11.81			2015	8.57	0.44	9.01	0.74															28.07	2015-01-08	580688-114860	Halsefjorden	Skagerrak	3.0	12.0		7719	GALTERÖ	16:35		6.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
96	0.62	0.32	20.0	6.2		58.10917	11.81			2015	7.85	0.45	8.3	0.74															30.87	2015-01-08	580688-114860	Halsefjorden	Skagerrak	3.0	12.0		7719	GALTERÖ	16:35		7.2	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
97	0.49	0.48	30.0	5.9		58.10917	11.81			2015	7.14	0.48	7.62	0.77															32.34	2015-01-08	580688-114860	Halsefjorden	Skagerrak	3.0	12.0		7719	GALTERÖ	16:35		7.6	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
98	0.51		41.0	5.8		58.10917	11.81			2015	7.14	0.45	7.59	0.81															32.51	2015-01-08	580688-114860	Halsefjorden	Skagerrak	3.0	12.0		7719	GALTERÖ	16:35		7.6	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
99	4.71	0.56	0.5	7.8		57.678830000000005	11.76833			2015	18.56	0.36	18.92	0.45															15.18	2015-01-08	574050-114780	Rivö fjord		2.0	13.0		7719	SKALKORGARNA	19:45		4.2	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
100	4.43	0.56	2.0	7.5		57.678830000000005	11.76833			2015	18.56	0.38	18.94	0.45															18.49	2015-01-08	574050-114780	Rivö fjord		2.0	13.0		7719	SKALKORGARNA	19:45		4.3	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
101	1.0	1.2	5.0	7.0		57.678830000000005	11.76833			2015	7.85	0.33	8.18	0.61															27.28	2015-01-08	574050-114780	Rivö fjord		2.0	13.0		7719	SKALKORGARNA	19:45		4.8	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
102	0.93	1.0	10.0	6.6		57.678830000000005	11.76833			2015	7.85	0.34	8.19	0.61															27.8	2015-01-08	574050-114780	Rivö fjord		2.0	13.0		7719	SKALKORGARNA	19:45		4.9	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
103	1.0		14.0	7.1		57.678830000000005	11.76833			2015	8.57	0.34	8.91	0.61															27.87	2015-01-08	574050-114780	Rivö fjord		2.0	13.0		7719	SKALKORGARNA	19:45		4.9	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
104	1.5	0.68	0.5	8.7		57.691669999999995	11.90667			2015	27.84	0.16	28.0	0.19									<	<				2.0	2.0	2015-01-08				1.6	14.0		7719	E ÄLVSBORGSBRON	20:30		3.0			
105	1.5	0.71	2.0	8.3		57.691669999999995	11.90667			2015	27.12	0.17	27.29	0.23															2.28	2015-01-08				1.6	14.0		7719	E ÄLVSBORGSBRON	20:30		3.0			
106	1.71	0.72	5.0	7.2		57.691669999999995	11.90667			2015	12.13	0.42	12.55	0.65															23.89	2015-01-08				1.6	14.0		7719	E ÄLVSBORGSBRON	20:30		4.9			
107	1.43		10.0	6.7		57.691669999999995	11.90667			2015	8.57	0.46	9.03	0.74															28.23	2015-01-08				1.6	14.0		7719	E ÄLVSBORGSBRON	20:30		5.3			
108	0.21	0.75	0.5	6.6		57.55	11.80833			2015	8.57	0.15	8.72	0.65															29.19	2015-02-04	572540-114801	Onsala kustvatten	N Kattegatt	5.5	15.0		7719	VALÖ	05:45		3.7	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
109	0.11	0.87	2.0	7.0		57.55	11.80833			2015	8.57	0.14	8.71	0.65															29.69	2015-02-04	572540-114801	Onsala kustvatten	N Kattegatt	5.5	15.0		7719	VALÖ	05:45		3.8	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
110	0.07	0.96	5.0	6.8		57.55	11.80833			2015	7.85	0.11	7.96	0.65	<														30.22	2015-02-04	572540-114801	Onsala kustvatten	N Kattegatt	5.5	15.0		7719	VALÖ	05:45		4.1	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
111	0.08	0.96	10.0	7.0		57.55	11.80833			2015	7.85	0.09	7.94	0.65															30.69	2015-02-04	572540-114801	Onsala kustvatten	N Kattegatt	5.5	15.0		7719	VALÖ	05:45		4.4	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
112	0.16	0.8	15.0	6.4		57.55	11.80833			2015	8.57	0.14	8.71	0.68															31.11	2015-02-04	572540-114801	Onsala kustvatten	N Kattegatt	5.5	15.0		7719	VALÖ	05:45		5.0	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
113	0.07	0.84	20.0	6.9		57.55	11.80833			2015	8.57	0.07	8.64	0.65	<														31.72	2015-02-04	572540-114801	Onsala kustvatten	N Kattegatt	5.5	15.0		7719	VALÖ	05:45		5.3	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
114	0.21		22.0	6.3		57.55	11.80833			2015	8.57	0.14	8.71	0.68															31.77	2015-02-04	572540-114801	Onsala kustvatten	N Kattegatt	5.5	15.0		7719	VALÖ	05:45		5.3	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
115	0.49	0.68	0.5	7.9		57.6675	11.68667			2015	12.13	0.18	12.31	0.52															21.24	2015-02-04	574000-114230	Dana fjord	N Kattegatt	3.5	16.0		7719	DANAFJORD	07:00		2.2	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
116	0.63	0.72	2.0	7.3		57.6675	11.68667			2015	12.13	0.18	12.31	0.55															21.47	2015-02-04	574000-114230	Dana fjord	N Kattegatt	3.5	16.0		7719	DANAFJORD	07:00		2.1	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
117	0.27	0.92	5.0	6.8		57.6675	11.68667			2015	9.28	0.19	9.47	0.61															29.81	2015-02-04	574000-114230	Dana fjord	N Kattegatt	3.5	16.0		7719	DANAFJORD	07:00		4.0	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
118	0.25	0.72	10.0	6.6		57.6675	11.68667			2015	8.57	0.19	8.76	0.61															31.51	2015-02-04	574000-114230	Dana fjord	N Kattegatt	3.5	16.0		7719	DANAFJORD	07:00		4.9	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
119	0.16	0.72	15.0	6.5		57.6675	11.68667			2015	8.57	0.2	8.77	0.61															31.6	2015-02-04	574000-114230	Dana fjord	N Kattegatt	3.5	16.0		7719	DANAFJORD	07:00		4.9	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
120	0.21	0.72	20.0	6.7		57.6675	11.68667			2015	8.57	0.24	8.81	0.61															31.75	2015-02-04	574000-114230	Dana fjord	N Kattegatt	3.5	16.0		7719	DANAFJORD	07:00		4.9	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
121	0.21	0.6	30.0	5.6		57.6675	11.68667			2015	8.57	0.24	8.81	0.61															32.02	2015-02-04	574000-114230	Dana fjord	N Kattegatt	3.5	16.0		7719	DANAFJORD	07:00		5.1	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
122	0.53		38.0	6.2		57.6675	11.68667			2015	7.85	0.4	8.25	0.68															32.87	2015-02-04	574000-114230	Dana fjord	N Kattegatt	3.5	16.0		7719	DANAFJORD	07:00		5.6	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
123	0.71	0.72	0.5	7.4		57.90116999999999	11.66667			2015	9.28	0.21	9.49	0.58															26.48	2015-02-04	575500-113750	Älgöfjorden	Skagerrak	4.4	17.0		7719	INSTÖ RÄNNA	08:40		2.3	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
124	0.71	0.71	2.0	7.3		57.90116999999999	11.66667			2015	9.28	0.24	9.52	0.61															26.46	2015-02-04	575500-113750	Älgöfjorden	Skagerrak	4.4	17.0		7719	INSTÖ RÄNNA	08:40		2.3	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
125	0.4	0.72	5.0	6.6		57.90116999999999	11.66667			2015	8.57	0.29	8.86	0.65															31.19	2015-02-04	575500-113750	Älgöfjorden	Skagerrak	4.4	17.0		7719	INSTÖ RÄNNA	08:40		5.0	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
126	0.48	0.68	10.0	6.7		57.90116999999999	11.66667			2015	8.57	0.49	9.06	0.61															32.15	2015-02-04	575500-113750	Älgöfjorden	Skagerrak	4.4	17.0		7719	INSTÖ RÄNNA	08:40		5.1	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
127	0.59		14.0	6.5		57.90116999999999	11.66667			2015	8.57	0.5	9.07	0.61															32.35	2015-02-04	575500-113750	Älgöfjorden	Skagerrak	4.4	17.0		7719	INSTÖ RÄNNA	08:40		5.2	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
128	0.93	0.68	0.5	7.1		57.919669999999996	11.59333			2015	10.71	0.29	11.0	0.65															26.44	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		2.7	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
129	1.0	0.72	2.0	7.2		57.919669999999996	11.59333			2015	9.28	0.28	9.56	0.61															26.52	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		2.7	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
130	0.34	0.91	5.0	6.3		57.919669999999996	11.59333			2015	8.57	0.33	8.9	0.61															30.69	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		4.3	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
131	0.35	0.96	10.0	6.8		57.919669999999996	11.59333			2015	8.57	0.36	8.93	0.58															31.97	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		4.9	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
132	0.36	0.84	15.0	6.8		57.919669999999996	11.59333			2015	7.14	0.39	7.53	0.58															32.21	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		5.0	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
133	0.39	0.64	20.0	6.9		57.919669999999996	11.59333			2015	7.85	0.51	8.36	0.58															32.39	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		5.1	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
134	0.31	0.43	30.0	6.8		57.919669999999996	11.59333			2015	7.85	1.0	8.85	0.58															33.49	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		5.7	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
135	0.42		40.0	6.6		57.919669999999996	11.59333			2015	6.85	1.0	7.85	0.58															33.87	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		5.9	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
136	0.34		50.0	6.4		57.919669999999996	11.59333			2015	6.92	0.93	7.85	0.58															33.95	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		6.0	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
137	0.46		60.0	6.8		57.919669999999996	11.59333			2015	7.0	0.86	7.86	0.58															33.99	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		6.0	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
138	0.33		65.0	6.4		57.919669999999996	11.59333			2015	6.85	1.0	7.85	0.61															33.99	2015-02-04	575340-113000	Marstrandsfjorden	Skagerrak	4.8	18.0		7719	ÅSTOL	09:20		6.0	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
139	0.51	0.32	0.5	6.7		58.34333	11.40333			2015	7.14	0.71	7.85	0.58															32.77	2015-02-04	582000-112350	Yttre Brofjorden		5.5	19.0		7719	STRETUDDEN	12:15		4.8	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
140	0.41	0.36	2.0	6.6		58.34333	11.40333			2015	7.14	0.71	7.85	0.58															32.85	2015-02-04	582000-112350	Yttre Brofjorden		5.5	19.0		7719	STRETUDDEN	12:15		4.9	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
141	0.31	0.4	5.0	6.7		58.34333	11.40333			2015	7.07	0.79	7.86	0.55															33.2	2015-02-04	582000-112350	Yttre Brofjorden		5.5	19.0		7719	STRETUDDEN	12:15		5.5	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
142	0.31	0.32	10.0	6.4		58.34333	11.40333			2015	6.92	0.93	7.85	0.55															33.52	2015-02-04	582000-112350	Yttre Brofjorden		5.5	19.0		7719	STRETUDDEN	12:15		5.7	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
143	0.16	0.31	15.0	6.2		58.34333	11.40333			2015	6.92	0.93	7.85	0.55															33.69	2015-02-04	582000-112350	Yttre Brofjorden		5.5	19.0		7719	STRETUDDEN	12:15		5.9	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
144	0.34	0.32	20.0	6.7		58.34333	11.40333			2015	6.0	1.14	7.14	0.52															33.86	2015-02-04	582000-112350	Yttre Brofjorden		5.5	19.0		7719	STRETUDDEN	12:15		5.9	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
145	0.3	0.27	30.0	6.9		58.34333	11.40333			2015	6.64	1.21	7.85	0.52															33.96	2015-02-04	582000-112350	Yttre Brofjorden		5.5	19.0		7719	STRETUDDEN	12:15		6.0	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
146	0.44		40.0	6.4		58.34333	11.40333			2015	6.78	1.07	7.85	0.58															34.03	2015-02-04	582000-112350	Yttre Brofjorden		5.5	19.0		7719	STRETUDDEN	12:15		6.0	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
147	0.68		46.0	6.5		58.34333	11.40333			2015	5.35	1.07	6.42	0.65															34.04	2015-02-04	582000-112350	Yttre Brofjorden		5.5	19.0		7719	STRETUDDEN	12:15		6.1	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
148	0.52	0.4	0.5	7.0		58.35333000000001	11.24			2015	6.35	0.66	7.01	0.55															32.05	2015-02-04	582147-111771	Kungshamn s skärgård	Skagerrak	6.0	20.0		7719	BYTTELOCKET	13:15		3.4	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
149	0.51	0.39	2.0	6.8		58.35333000000001	11.24			2015	6.35	0.69	7.04	0.55															32.2	2015-02-04	582147-111771	Kungshamn s skärgård	Skagerrak	6.0	20.0		7719	BYTTELOCKET	13:15		3.5	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
150	0.41	0.44	5.0	6.8		58.35333000000001	11.24			2015	7.85	0.86	8.71	0.55															32.52	2015-02-04	582147-111771	Kungshamn s skärgård	Skagerrak	6.0	20.0		7719	BYTTELOCKET	13:15		4.2	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
151	0.47	0.4	10.0	6.7		58.35333000000001	11.24			2015	6.35	0.79	7.14	0.55															33.41	2015-02-04	582147-111771	Kungshamn s skärgård	Skagerrak	6.0	20.0		7719	BYTTELOCKET	13:15		5.6	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
152	0.5	0.28	15.0	6.4		58.35333000000001	11.24			2015	7.07	0.79	7.86	0.55															33.69	2015-02-04	582147-111771	Kungshamn s skärgård	Skagerrak	6.0	20.0		7719	BYTTELOCKET	13:15		5.9	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
153	0.43	0.35	20.0	6.0		58.35333000000001	11.24			2015	6.5	0.65	7.15	0.52															33.83	2015-02-04	582147-111771	Kungshamn s skärgård	Skagerrak	6.0	20.0		7719	BYTTELOCKET	13:15		6.0	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
154	0.58		28.0	6.5		58.35333000000001	11.24			2015	4.93	0.71	5.64	0.55															33.87	2015-02-04	582147-111771	Kungshamn s skärgård	Skagerrak	6.0	20.0		7719	BYTTELOCKET	13:15		6.0	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
155	0.15	0.2	0.5	6.1		58.86833000000001	11.10333			2015	7.85	0.09	7.94	0.65		<													33.79	2015-02-04	585100-110600	S Kosterfjorden	Skagerrak	7.2	21.0		7719	KOSTERFJORDEN (NR16)	16:35		6.3	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
156	0.36	0.2	2.0	6.2		58.86833000000001	11.10333			2015	7.85	0.09	7.94	0.65		<													33.81	2015-02-04	585100-110600	S Kosterfjorden	Skagerrak	7.2	21.0		7719	KOSTERFJORDEN (NR16)	16:35		6.4	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
157	0.29	0.2	5.0	6.1		58.86833000000001	11.10333			2015	7.85	0.11	7.96	0.65		<													33.82	2015-02-04	585100-110600	S Kosterfjorden	Skagerrak	7.2	21.0		7719	KOSTERFJORDEN (NR16)	16:35		6.4	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
158	0.44	0.2	10.0	6.0		58.86833000000001	11.10333			2015	7.85	0.09	7.94	0.68		<													33.83	2015-02-04	585100-110600	S Kosterfjorden	Skagerrak	7.2	21.0		7719	KOSTERFJORDEN (NR16)	16:35		6.5	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
159	0.12	0.2	15.0	6.1		58.86833000000001	11.10333			2015	7.82	0.07	7.89	0.65		<				<	<								33.98	2015-02-04	585100-110600	S Kosterfjorden	Skagerrak	7.2	21.0		7719	KOSTERFJORDEN (NR16)	16:35		6.7	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
160	0.15	0.2	20.0	6.4		58.86833000000001	11.10333			2015	7.1	0.07	7.17	0.61		<				<	<								34.07	2015-02-04	585100-110600	S Kosterfjorden	Skagerrak	7.2	21.0		7719	KOSTERFJORDEN (NR16)	16:35		6.7	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
161	0.12	0.2	30.0	6.1		58.86833000000001	11.10333			2015	7.82	0.07	7.89	0.61		<				<	<								34.1	2015-02-04	585100-110600	S Kosterfjorden	Skagerrak	7.2	21.0		7719	KOSTERFJORDEN (NR16)	16:35		6.7	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
162	0.09		239.0	4.2		58.86833000000001	11.10333			2015	13.53	0.07	13.6	1.58						<	<								34.99	2015-02-04	585100-110600	S Kosterfjorden	Skagerrak	7.2	21.0		7719	KOSTERFJORDEN (NR16)	16:35		8.1	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
163	0.64	0.2	0.5	6.6		58.393330000000006	11.626669999999999			2015	12.81	0.16	12.97	0.65		<													27.62	2015-02-05	581700-113000	Gullmarn centralbassäng	Skagerrak	3.1	22.0		7719	BJÖRKHOLMEN	06:15		6.1	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
164	0.14	0.2	2.0	5.6		58.393330000000006	11.626669999999999			2015	7.82	0.07	7.89	0.81		<				<	<								31.75	2015-02-05	581700-113000	Gullmarn centralbassäng	Skagerrak	3.1	22.0		7719	BJÖRKHOLMEN	06:15		7.3	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
165	0.16	0.2	5.0	5.9		58.393330000000006	11.626669999999999			2015	7.1	0.07	7.17	0.71		<				<	<								33.11	2015-02-05	581700-113000	Gullmarn centralbassäng	Skagerrak	3.1	22.0		7719	BJÖRKHOLMEN	06:15		8.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
